,t,f1,f2,f3,f4,f5,f6
384,3.84,30.0,30.0,0.0,0.0,0.0,0.0
385,3.85,30.0,30.0,0.0,0.0,0.0,0.0
386,3.86,30.0,30.0,0.0,0.0,0.0,0.0
387,3.87,30.0,30.0,0.0,0.0,0.0,0.0
388,3.88,30.0,30.0,0.0,0.0,0.0,0.0
389,3.89,30.0,30.0,0.0,0.0,0.0,0.0
390,3.9,30.0,30.0,0.0,0.0,0.0,0.0
391,3.91,30.0,30.0,0.0,0.0,0.0,0.0
392,3.92,30.0,30.0,0.0,0.0,0.0,0.0
393,3.93,30.0,30.0,0.0,0.0,0.0,0.0
394,3.94,30.0,30.0,0.0,0.0,0.0,0.0
395,3.95,30.0,30.0,0.0,0.0,0.0,0.0
396,3.96,30.0,30.0,0.0,0.0,0.0,0.0
397,3.97,30.0,30.0,0.0,0.0,0.0,0.0
398,3.98,30.0,30.0,0.0,0.0,0.0,0.0
399,3.99,30.0,30.0,0.0,0.0,0.0,0.0
400,4.0,30.0,30.0,0.0,0.0,0.0,0.0
401,4.01,30.0,30.0,0.0,0.0,0.0,0.0
402,4.0200000000000005,30.0,30.0,0.0,0.0,0.0,0.0
403,4.03,30.0,30.0,0.0,0.0,0.0,0.0
404,4.04,30.0,30.0,0.0,0.0,0.0,0.0
405,4.05,30.0,30.0,0.0,0.0,0.0,0.0
406,4.0600000000000005,30.0,30.0,0.0,0.0,0.0,0.0
407,4.07,30.0,30.0,0.0,0.0,0.0,0.0
408,4.08,30.0,30.0,0.0,0.0,0.0,0.0
409,4.09,30.0,30.0,0.0,0.0,0.0,0.0
410,4.1,30.0,30.0,0.0,0.0,0.0,0.0
411,4.11,30.0,30.0,0.0,0.0,0.0,0.0
412,4.12,30.0,30.0,0.0,0.0,0.0,0.0
413,4.13,30.0,30.0,0.0,0.0,0.0,0.0
414,4.14,30.0,30.0,0.0,0.0,0.0,0.0
415,4.15,30.0,30.0,0.0,0.0,0.0,0.0
416,4.16,30.0,30.0,0.0,0.0,0.0,0.0
417,4.17,30.0,30.0,0.0,0.0,0.0,0.0
418,4.18,30.0,30.0,0.0,0.0,0.0,0.0
419,4.19,30.0,30.0,0.0,0.0,0.0,0.0
420,4.2,30.0,30.0,0.0,0.0,0.0,0.0
421,4.21,30.0,30.0,0.0,0.0,0.0,0.0
422,4.22,30.0,30.0,0.0,0.0,0.0,0.0
423,4.23,30.0,30.0,0.0,0.0,0.0,0.0
